      357 28     31-249-185 -57 -26
      357 28     41-388-251 -18  29
      357 34     31-168-111 -14  -8
      357 46     21-592-419-110   3
      357 64     81-580-353  -1 104
      357 76     61-560-423-170 -57
      357124     61-329-322-137-175
      357136     41-266 -98 105 118
      357136     51 160  46 -51 -58
      357154     31-475-331 -57  13
      357154     41-112-109 -74 -62
      358  3     31-572-411-113 -18
      358 10     31-390-300 -98 -41
      358 10     41-436-296 -70   8
      358 10     51-229-177 -23 -57
      358 17     31-165-157 -83 -79
      358 17     41-182-106 -13  13
      358 45     31 291 199 108  63
      358 73     71-360-328-179-121
      358 73     81-357-264 -97 -38
      358 80     71-259-242-137-101
      358 87     619998999899989998
      358129     41-479-390-164 -88
      358129     51-251-332-277-265
      358150     31-477-239  96 138
      358171     41-207-204-125-102
      359  8     31-583-429-120 -67
      359 16     41-167-138 -58 -47
      359 32     31-206-187 -97 -79
      359 48     31 -57  -6  25  37
      359 56     41-274-240-138 -90
      359 72    111-434-422-228-188
      359 80     61 -71  13  73  81
      359 80     71 154 -83-248-228
      359 88     31-153-348-359-364
      359 96     71 103  43 -30 -34
      359 96     81-270   4 186 219
      359112     51  69  73  48  46
      359120     419998999899989998
      359144     41-165-118 -41 -17
      359152     71-283-224 -76 -48
      359152     81-267-219-129 -78
      359160     31-179 -82   2  33
      359168     61-398-157 128 164
      359168     71  52 -22 -64 -70
      359176     31-531-395 -59-109
      359184     41-206-274-220-206
      359184     51-161  91 225 256
      359192     31-403-218  12  84
      360 10     51-268-113  74 104
      360 18     31-343-133 111 155
      360 18     41 142 199  90 186
      360 26     31-115 -98 -44 -37
      360 34     31 -87-126 -69-108
      360 42     51-101 -81 -29 -24
      360 58     61-395-257 -15  29
      360 58     91-179-180-104 -99
      360 74     31 193  68-191 -41
      360 82     81-243-210 -99 -71
      360 90     41-250-222-137 -93
      360 98     71 -39 -40 -29 -25
      360106     31-114 -70   0   5
      360106     41-168-254-247-223
      360130     61-599 -81 336 460
      360138     31-366-190  63  75
      360138     41-296-150 -13  49
      360162     51-570-430 -97 -48
      360178     41-261-224 -92 -78
      360178     51-294-305-230-178
      360202     91-221-191 -89 -68
      360210     51-167 -59  46  68
      360210     61-125-154-134-113
      360210     71-122-102  16 -50
      361  4     21-192-192-132-103
      361 22     71-391-339-139-100
      361 40     31-128-113 -62 -51
      361 67     51-174-303-283-284
      361 67     61-451-525-435-428
      361 94     51-267 -83  83 123
      361 94     71-497-307  24  72
      361103     51-133-122 -81 -60
      361121     71-137-136 -77 -76
      361121     81  31-121-183-195
      361139     21-473-243  97 116
      361148     619996999699969996
      361202     61-501-246  43 148
      361211     41-337-386-277-242
      361220     31-126-191-172-170
      361220     41-330-454-430-395
      361220     51-329-517-493-485
      361220     61 -34-353-453-457
      362  5     31-420-370-158-115
      362  5     419998999899989998
      362  8     519998999899989998
      362 14     41-194 -85  15  41
      362 17     41-441-273   6  59
      362 20     71-205-269-233-201
      362 23     919998999899989998
      362 29     41-208-128   0  17
      362 29     51-368-347-205-155
      362 29     61 -15 -85 -97-106
      362 35     319998999899989998
      362 38     51-467-307 -24  43
      362 38     61-419-212  55  58
      362 47     61-194-108  -6  19
      362 53     31  48-113-234-201
      362 56     51-291-155  27  57
      362 62     61  -9 -62 -77 -77
      362 68     61-521-188 182 253
      362 80     71-461-389-179-106
      362 80     819996999699969996
      363  1     61-372-321-124 -88
      363 34     61-363-121 145 174
      363 45     31-442-311 -38   6
      363 56     41-350-312-158-106
      363 56     51-508-325 -51  37
      363 67     61-564-369 -32  59
      363 78     31-496-253  68 152
      363110     31-177-185-113-110
      363110     41-257-210 -98 -65
      363122     91-347-304-147 -96
      363144     319999999999999999
      363144     419999999999999999
      363166     31-546-393-125 -17
      363188     71-525-381 -83  -5
      363210     41-563-428-138 -54
      363210     51-285  47 409 296
      363232     41-114 -87 -43 -26
      363243     71-385-239 -13  43
      363254     91-415-254  15  47
      363276     41-585-469-233-114
      363287     41-216-118   9  32
      363287     519998999899989998
      364  6     81-420-254   6  65
      364 20     519998999899989998
      364 27     31-283-221 -87 -49
      364 27     41-188-311-216-304
      364 34     61-184-139 -27 -42
      364 48     41-219-282-194-212
      364 48     91-383-472-307-362
      364 55     41-296-199 -57  -9
      364 62     31-525-448-269-168
      364 90    101-555-350 -59  56
      364118     41 224 -34-262-217
      364132     51-243-270-198-173
      364153     51-515-390-119 -42
      364153     61-334-342-137-203
      365 15     41-109 -88 -32 -27
      365 30     41-476-214  77 172
      365 35     61-230 -55 103 137
      365 45     51-503-463-275-200
      365 50     41-313-143  67 107
      365 50     51-267-246-141-115
      365 55     71-232-160 -34 -11
      365 55     81 -34-127-190-159
      365 70     51-233-162 -37 -13
      365 70     61-345-404-296-300
      365 75     31 -10 -65 -78 -87
      365 80     91-208-149 -40 -20
      365 80    101-161  22 126 159
      365 95     31-211 -67  51  80
      365125     51-265 -48 149 191
      365125     61-556-293  37 129
      366  6     31-310-200 -16  13
      366  6     41 124 -38-143-145
      366 17     31 -63  -4  39  51
      366 17     719998999899989998
      366 50     41-370-333-164-114
      366 61     71-499-350 -90   1
      366 61     81-340-280-140-105
      366 72     31-457-309 -18  26
      366 83     319999999999999999
      366 94     51-186-239-159-177
      366105     31-204 -59  82 112
      366105     41-448-222  13  87
      366116     41-281-231 -98 -59
      366116     51-443-278 -29  47
      366127     31-218-198-116 -83
      366127     41-220-129 -14   3
      366138     51-422-372-152-111
      366138     61-351-531-425-486
      366149     71-598-418 -90  15
      366166     619999999999999999
      366182     71-433-270  -3  54
      366182     81-166-146 -11 -86
      366193     71   6  49  67  60
      366204     61-529-420-196 -93
      366215     61-483-453-248-196
      366215     719996999699969996
      366226     519998999899989998
      366248     41-299-127  76 103
      366259     51-310-224 -52 -18
      366270     71-516-371 -86  -6
      366270     81 -57 -11  48  30
      367 11     61-351-243 -48   2
      367 11     71-201-130  67 -22
      367 21     51-484-249  92 132
      367 21     61 -46 -16  20  13
      367 51     31-286 -88 110 154
      367 81     41  -9-101-130-132
      367 91     31-161-164 -94 -94
      367121     31  86-145-333-275
      367141     41-426-294 -29   6
      367141     51-480-391-148 -78
      367151     31 -40 -97 -94-102
      367161     31-129-157 -62-125
      367171     41-162-129 -49 -35
      367171     51-415-298 -99 -24
      367181     31  -3  56  89  84
      367181     41-471-350 -74 -72
      367201     41-311-185  12  39
      367221     61-412-347-157 -92
      367221     71 -31-121-143-149
      367241     51-164 -97 -30   2
      367251     41 -80  11  87  92
      367251     51 -10  52  81  85
      368 21     31-211 -54 101 129
      368 21     41-254 -45 112 143
      368 29     51-240-253-158-136
      368 45     41-435-270 -30  46
      368 53     41-459-261  39 100
      368 53     51   7 -77-111-111
      368 61     61 -48 103 169 183
      368 77     61-192 -99  14  36
      368 77     71-189-168-110 -77
      368101     71-368-370-250-193
      368117     31-326-341-263-206
      368125     51-263 -20 186 214
      368133     31-320-140  29  90
      368141     51-176 -23  96 120
      368149     41-240-176 -79 -41
      368173     71-211-146 -24 -16
      368173     81-280-155  -4  39
      368181     61 -96-267-305-314
      368189     41-420-302 -68  -6
      368205     71-229 -91  72  80
      369  2     31-210-118  -6  21
      369 12     31 -62 -46  -5 -13
      369 22     51-348-225 -32  20
      369 22     61-362-406-305-290
      369 32     81-201-138 -22 -15
      369 32     91-238-170 -55 -24
      369 42     31-283-183 -57 -11
      369 42     619998999899989998
      369 62     31-307-326-251-203
      369 72     51-124   4 119 116
      369 72     61-202-101   7  25
      369 82     71-282-100 109  92
      369102     41-449-323 -82 -11
      369122     81-188-114 -15  13
      369132     519998999899989998
      369132     61-189-361-344-348
      369162     31 -16 -90-119-126
      369162     41-201-187-125 -92
      369182     51-432-241  55  76
      369182     61 -78-147-152-142
      369182     71  79 -43-106-122
      369192     51-279-103  83 114
      369202     71-340-242 -56  -9
      369202     81 -22   1  26  17
      369242     51-329-254 -99 -78
      369252     41-326-394-304-269
      369262     91-600-395 -22  62
      370 11     71-226 -74  82 114
      370 11     81 -78-292-334-335
      370 35     31 -36-152-202-205
      370 35     41-361-390-314-262
      370 35     61-288-280-152-124
      370 43     31-322-216 -44   4
      370 59     31-249-179 -14 -42
      370 67     61-218-115  10  44
      370 75     31-476-337 -86  -4
      370 75     41-279 -94 131  99
      370 83     31-103 -63 -23  -3
      370 91     319996999699969996
      370107     61-508-304  -9  81
      370115     41-248-207 -78 -66
      370115     61-302-195 -26  18
      370115     71-390-405-283-262
      370123     31 -22 110 192 181
      370147     31-229-312-278-255
      370155     31-250 -34 168 198
      370171     71-278-363-327-283
      370171     81-334-221 -40   5
      370187     31 -30-124-162-164
      370203     31-232-155 -13 -12
      370203     41-221-115  -8  36
      370203     81 -91 -21  53  51
      370203     91-249-148   1   1
      370211     31-291-278-141-123
      370211     419998999899989998
      371  3     61-165 -99   3   7
      371  3     71-376-250 -42  12
      371 11     61-585-326  28 131
      371 19     51-412-287 -34   7
      371 27     71-445-171 145 195
      371 35     419999999999999999
      371 35     51-227-192 -96 -70
      371 51     719998999899989998
      371 59     31-151-100  -8 -12
      371 59     41-262-292-212-182
      371 75     31-267-232 -96 -83
      371 75     41-359-151  38 117
      371 83     31-247 -90  73  77
      371 91     61 265   2-187-239
      371107     51-179-406-438-437
      371115     51-168-123 -45 -21
      371123     61-303-188 -31  15
      371131     31 -55 -14  16  26
      371131     41 448 -75-394-449
      371139     51 -96-260-304-307
      371139     61-180-321-306-308
      371147     31-120 -76  -2  -3
      371155     91-156-218-194-181
      371163     519998999899989998
      371179     31  78 -86-162-176
      371195     31-296-235-112 -59
      371211     61-344-223 -61 -18
      372  5     21-202 -64  44  77
      372  9     71-107 -82 -25 -20
      372  9     81-485-179 151 242
      372  9     91-421-468-339-346
      372 21     41 -47-228-297-312
      372 29     31 562  49-330-323
      372 33     51-252-233-117 -95
      372 53     31-172-326-331-317
      372 57     61  37   4 -16 -24
      372 61     31-222-135 -30  -5
      372 65     61-290-245-114 -71
      372 65     71-202 -71  74  83
      372 65     81-219 -55  96 122
      372 69     51-230-157 -34  -9
      372 81     71-219-175 -67 -44
      372 81     81-590-359 -53  57
      372 81    101-219 -77  37  84
      372 81    121-189 -48  53  91
      372105     61 -60  97 171 188
      373  8     71-285-236 -88 -69
      373  8     81-319-228 -99 -43
      373 35     51 195  80 -32 -64
      373 44     41-314-275-127 -91
      373 53     51-387-188  17  83
      373 80     71-408-328-130 -70
      373 80     81-108 -25  67  52
      373 98     41-235-293-221-201
      373107     51-116-142-113-105
      373107     61 135-114-258-257
      373170     41-246-201 -73 -58
      373170     51 -67-119-125-119
      373188     51-263-309-260-217
      373197     31-253-219 -43 -93
      373206     31 -80  61 176 145
      373215     41-205-223-144-133
      373215     51-196-233-182-165
      373233     81-166-186-140-120
      373242     61-109  34 124 144
      374  2     71-518-329 -77  10
      374 24     61-175 -17 117 144
      374 24     71 -46  71 143 148
      374 46     81  16 -32 -67 -65
      374 68     31-239-190 -85 -49
      374 90     31-177-114 -20  -1
      374 90     41 -11-230-312-322
      374101     41-433-313-127 -57
      374112     31-263-209-101 -72
      374123     31-195 -81  34  62
      374123     41 -22 -43 -50 -64
      374145     51-445-289 -34  35
      374145     61-244-390-343-347
      374145     71-469-425-239-165
      374167     51 144 147 106  91
      374178     31-322-236-111 -51
      374233     219998999899989998
      374244     319996999699969996
      374244     41-448-350-132 -56
      374255     41-269-404-390-379
      374266     31  18 -74-128-132
      374266     41-109-108 -77 -61
      374288     71-172-310-331-313
      375  1     51 -95 -86 -53 -42
      375  8     41 143-113-312-328
      375 36     519998999899989998
      375 43     419998999899989998
      375 57     51-234-158 -53 -13
      375 64     51 -96   3  74  91
      375 71     61 278  61 -80-129
      375 78     61-213-117  23  35
      375 78     71 106 127  91  93
      375127     31-155 -17  71 102
      375134     51-187-421-460-447
      375141     31 -56  56 111 126
      375183     31-219 -68 103  99
      375183     41-137 -30  51  78
      376 18     31 -58-123-132-135
      376 18     41-207-240-192-165
      376 42     51-169-178-113-104
      376 48     31-204 -38 110 133
      376 48     41 112-121-257-252
      376 60     31-327-237 -68 -17
      376 60     41 212 185  54  98
      376 66     41-398-255  -4  30
      376 72     41 -43 -79 -86 -84
      376 72     51 -22-208-266-267
      376 84     31 135  51 -38 -34
      376108     319996999699969996
      376108     41-168  63 222 251
      376114     31  53 -24-123 -76
      376120     41-192 -82  18  43
      376132     41-450-336 -68 -29
      376132     519998999899989998
      376156     41 -32-185-222-227
      376162     31 207  21 -85-132
      377  6     21-554-397 -54  -9
      377 13     61  87  72 -23  39
      377 20     31-447-381-227-142
      377 20     41-171-263-241-225
      377 34     31-170-303-294-291
      377 34     41-383-337-104-151
      377 41     61-174-190-136-115
      377 48     51-270-193 -56 -15
      377 76     31-164-146 -66 -67
      377 76     41-519-492-297-258
      377 83     41-263-164 -45   6
      377 97     61-390-230  19  60
      377 97     71 -60-272-339-340
      377104     41-494-246  53 150
      377139     71-452-388-170-106
      377146     61-470-355 -75 -31
      377167     31-376-401-291-235
      377174    101-148-180-137-129
      377181     61-236-179 -57 -35
      378  2     31-504-356 -75   7
      378 20     41-526-379-112 -24
      378 26     31-304 -99  85 136
      378 50     21-392-206  44 102
      378 50     31-290-117  39  79
      378 62     31-377-145  69 140
      378 74     31 -76 -73 -47 -40
      378 74     41 256 373 261 314
      378 80     41-389-165 110 159
      378 80     51-286-171 -13  25
      378 86     61-268-240-111 -89
      378 92     31 277 215 141  95
      378 98     31-510-265  16 123
      378 98     41-147-129 -58 -58
      378110     51-214-146 -21  -7
      378110     61-219-317-302-273
      378122     81-207 -57  55 100
      378140     71-220-140  -9   3
      378140     81-130  10  91 118
      378146     41 -89 -23  48  52
      378146     51-353-131 112 153
      378152     61  85 138 134 130
      378152     71-109 -62  -6  10
      379  3     91-327-166  19  71
      379  7    101-250-232-131 -97
      379  7    111-552-402-139 -28
      379  7    121 -95-251-254-267
      379 15     31-418-125 127 216
      379 19     61-193-119   1   4
      379 19     71-297-115  57 108
      379 23    101 -90-148-152-143
      379 27     519998999899989998
      379 31     31-204 -53  66 106
      379 43     31  37 -80-158-165
      379 43     41 184 100  -4 -15
      379 43     51-232-109   4  43
      379 51     51-131-127 -80 -68
      379 51     61  30 -74-120-129
      379 59     61 -25 -79 -96 -93
      379 75     51-395-143 131 179
      379 75     61-316-271-107 -79
      379 79     31-192 -41 103 117
      379 79     41-149 -90   6  -3
      379 79     51-184-134 -16 -35
      379 87    101-301-202 -43   0
      379 91     31-336-299-156-102
      379 91     41-350-157  18  93
      379 95     41-154-140 -51 -67
      380 22     51  33  50  49  45
      380 22     61-165-257-201-218
      380 32     41-453-341-100 -32
      380 32     519998999899989998
      380 42     31-270-125  67  69
      380 72     41-252-139   5  43
      380 72     51-443-234  18  68
      380122     31-143 156 317 342
      380132     61 -66-129-135-135
      380132     71-242 -72  92 120
      380132     81-154-180-105-122
      380142     51-134  21 159 162
      380142     61 262 286 244 205
      380152    101-229  71 275 304
      380152    111 -36 -38 -23 -26
      380162     31-133-149-110 -97
      380172     41   2  25  36  31
      380192     41 -96-207-224-213
      380242     919998999899989998
      381 19     21-427-267 -48  35
      381 41    111 -83 -33  14  18
      381107     319999999999999999
      381195     41 -14 -33 -35 -41
      381195     51-180-303-298-284
      381217     619999999999999999
      381217     91   7 104 140 138
      381228     41  22  69  78  79
      382  7     31-229-105  34  69
      382 13     31 -56  -1  37  46
      382 13     41-254-297-229-189
      382 43     51 -78 -18  35  35
      382 55     71-301-103  64 128
      382 79     91 -75  47 136 141
      382 79    101 -48   9  43  54
      382 97     91-201-105  32  31
      382 97    101-338-229 -33   3
      382 97    111  18-104-230-163
      382103     81 -12-148-194-201
      382109     41-284-245-124 -84
      382109     51 -97-184-168-175
      382121     61-278-306-220-187
      382121     71-193-187-109-101
      382127     61-288-234-100 -57
      382127     71-271-262-159-120
      382133    141-239-195 -71 -56
      382133    151-331-218 -45   4
      382151     51-388-172  90 134
      382151     61  10  94 118 126
      383 19     41-157 -98  -2   6
      383 19     51-160-209-176-163
      383 32     71 -34   5  33  34
      383 32     81-233-113   5  50
      383 45     31-281 -33 147 182
      383 58     71 -34 -89-131-103
      383123     719999999999999999
      383136     31 -23 -38 -29 -33
      383149     71-242-184 -55 -38
      383149     81-353-269-107 -46
      383149     91  16 -71-121-113
      383175     31-328-144  81 107
      383175     41-247-101  27  64
      383201     51 -72  -8  48  46
      383227     31-147-174-126-121
      383227     41-159 -52  43  65
      383279     31 -56 -78 -53 -60
      383279     41  17  21  22  13
      383318     41-153-247-229-222
      383331     51-233-136 -10  24
      384 53     51 122-128-288-323
      384 63     71   5  50  73  67
      384 73     31-258-259-160-131
      384 83     31-131 -45  44  58
      384 93     41-146 -37  53  74
      384113     31 -82 -81 -55 -47
      384173     31-206-172 -80 -59
      384263     61-172-121 -28 -17
      385  1     41-344-258 -92 -41
      385 13     31-110-157-149-136
      385 21     41  -5 -94-141-145
      385 21     51-142  37 134 161
      385 21     71  32 -65-124-131
      385 41     319999999999999999
      385 49     51-452-436-309-255
      385 53     619998999899989998
      385 53     719998999899989998
      385 69     31  14-199-278-284
      385 73     619999999999999999
      385 81     31-315-259 -97 -65
      385 85     41  35 -47-105-109
      385 89     61-113-134-111 -97
      385 93     519996999699969996
      385 97     61  96 -95-186-205
      386  1     51-376-346-194-143
      386  1     61  25  50  27  44
      386  3     51-164-215-132-169
      386  5     71 220  48 -79 -99
      386  6     31-267-137  27  55
      386  6     41-179  21 226 174
      386 11     51-218-139 -19   3
      386 11     71-123-115 -72 -58
      386 12     31-366-113 116 187
      386 13     41 -16 -80-107-112
      386 13     51 -52-170-190-192
      386 15     31-488-516-366-311
      386 16     91-184-205-143-128
      386 17     71 -64 -54 -35 -26
      386 19     71-128-338-377-374
      386 25     41-143-226-223-213
      386 25     51 257 -64-249-285
      387 16     81  50 -99-191-203
      387 29     61 -28-147-196-201
      387 29     71-459-397-207-134
      387 42     81 163 -50-212-241
      387 42    1019999999999999999
      387 55     61  73 -51-154-148
      387 55     71 -71-182-200-204
      387 68     519998999899989998
      387 81     41-364-272 -77 -30
      387 81    111-221-132   6  14
      387 81    121 100-275-458-444
      387 81    161 -53 -20  21  21
      387 81    171-295-368-306-265
      387 94     419998999899989998
      387109     71-356-181  56  89
      387120     519998999899989998
      387133     31-160-268-266-243
      387159     71-273-164 -16  22
      387172     51 132  33 -79 -69
      387172     61 -62-239-280-281
      387185     61 -10 -15 -12 -16
      387211     81  64  55  35  25
      387224     41   2-271-374-391
      387237     31-466-215  48 147
      387250     71-411-249 -52  34
      387263     51-349-331-168-132
      387276     61 113  24 -81 -73
      387276     71-266-288-201-162
      387289     61 -96-133-121-113
      387302     51-261-118   5  59
      387315     519998999899989998
      387315     71-426-100 228 292
      387328     31 171  79 -49 -30
      387328     41-526-324 -47  61
      388  1     31-163 -44  48  69
      388  5     41  21 -90-163-166
      388  5     51  25  36  34  29
      388  6     41 136  -9-208-114
      388 14     51 196 -54-201-223
      388 16     71-391-368 -88-182
      388 18     51-218-125  13  21
      388 18     61-519-220  91 170
      388 26     31-432-284 -63  15
      388 27     31  25 -54-108-111
      388 27     41-340-378-185-243
      389  7     31-277-179 -31  12
      389 15     51  35 -13 -47 -57
      389 19     71-181-152 -79 -56
      389 23     31 -20 -98-131-134
      389 39     41-349-116 199 126
      389 39    111-107-110 -68 -63
      389 39    121 -92-226-255-251
      389 47     81-230-247-174-151
      389 51     41  11  -8 -22 -22
      389 55     41-282-241-115 -80
      389 59     41 207  82 -70 -58
      389 59     519998999899989998
      389 75     51-115-186-175-172
      389 83     61  33-106-185-196
      389 87     51 -56-122-139-137
      389 91     51-251-444-430-427
      389 95     51  23 -39 -70 -77
      389103     51  29-117-198-214
      390  5     419999999999999999
      390 10     21-292-190 -33  10
      390 16     31 366  32-477-205
      390 21     51-278-144  25  66
      390 21     61 107   7 -73 -89
      390 25     419998999899989998
      391 12     31  -6  61  99  95
      391 21     31  68 192 219 213
      391 24     51-146 -19 111 100
      391 24     61 -42-172-231-231
      391 72     61-591-481-261-191
      392  1     419998999899989998
      392  4     91-303-512-494-494
      392  7     519999999999999999
      392  7    101  86 -77-207-202
      392 10     319999999999999999
      392 10     419999999999999999
      392 10     91-238-182 -60 -36
      392 16     71 113 -61-183-170
      392 22     41  36  25  11   5
      392 22     81 205 -77-238-264
      392 22    121-232-254-184-157
      392 25     41 -77-158-167-161
      392 25     71  30-284-411-410
      392 28     61 143  19-103-111
      392 28    101 133 -89-252-274
      392 34     41 -36 -61 -63 -60
      392 46     71 535  93-186-272
      392 55     21  69  48  17   2
      392 58     31-235-336-283-271
      392 67     41 309  68-181-187
      392 67     61  41 -19 -68 -70
      392 79     41-199-143 -50 -25
      393  6     319997999799979997
      393 13    121-143  -6 125 131
      393 13    131  41  89  68  90
      393 34     61-249-136 -22  21
      393 41     41 -29 -90 -96-105
      393 55     61-365-328-140-107
      393 55     71-492-399-170 -89
      393 62     41-194-132 -32 -11
      393 69     91 193-109-269-298
      393 83     61-125-231-243-238
      393118     51-105-101 -65 -52
      393125     61-233-230-126-117
      393132     61-217 -52  95 128
      393139     219998999899989998
      393146     51-175-151 -67 -59
      393146     61-105-181-179-168
      393153     819999999999999999
      393160     51  40 107 111 112
      393181     81-513-185 193 246
      393188     41 -96-148-145-135
      394  2     31-295-218 -57 -28
      394  2     41 308  89 -56-108
      394  8     61-563-261 144 203
      394 12     419998999899989998
      394 14     81-271-144  38  58
      394 14     91-273 -91  50 108
      394 22     41-332-124  98 149
      394 34     619998999899989998
      394 38     41-191-152 -62 -42
      394 40     31-207-187 -95 -76
      394 42     31-469-579-490-464
      394 46     21-409-404-228-185
      394 48     31 -82-138-131-132
      394 48     41   2 -93-131-137
      394 52     31 -55-173-210-214
      395 18     31-173-164-105 -85
      395 56     31-372-206  29  81
      395 94     61 148  79  23  -4
      395132     41-134-108 -37 -39
      395170     319999999999999999
      395265     419999999999999999
      395284     51 204  56-109 -97
      395303     51 -22 -53 -59 -64
      395303     61  75-204-377-397
      395303     71-109 242 391 397
      395322     51 306  29-143-189
      395379     31 242 191  64  73
      395398     41-201-155 -62 -35
      395436     31 141 -99-235-265
      395455     51-101 -83 -32 -27
      395455     619998999899989998
      395474     419999999999999999
      395493     319999999999999999
      395512     61 -21  -9   7   3
      396  2     61 -93  45 141 153
      396 16     41-140-124 -57 -54
      396 44     41-260-300-228-200
      396 51     51 -84 -95 -66 -63
      396 58     51-561-447-214-102
      396 65     51-487-206 156 204
      396 65     61-361-104 313 157
      396 86     51-401-244  -9  52
      396 86     61-309-331-254-211
      396 86     919999999999999999
      396 86    1019999999999999999
      396 86    1119999999999999999
      396 93     31 -89 -88 -59 -49
      396100     51 -90 -37  20  29
      396120     519999999999999999
      396135     31-344-199 -31  16
      396135     81  20 -50 -96 -99
      396149     51-244-183 -52 -28
      396149     61 -99-119-102 -85
      396163     41-278-208 -57 -34
      397  5     31 107  13 -70 -85
      397 14     41-263 -94 105 124
      397 20     51 125 133  97  79
      397 32     41-132 -54  38  41
      397 50     41-223-258-204-175
      397 53     51-576-491-225-140
      397 59     41 -75 -70 -48 -39
      397 65     61-232 -37 139 162
      398  1     51-178-116 -29  -5
      398 21     61  74-247-391-393
      398 25     51  17 -90-130-141
      398 29     419999999999999999
      398 37     51-219-228-139-128
      398 41     31-157-219-185-179
      398 41     41 -84-123-111-104
      398 49     31-176-208-171-145
      398 65     31-104-135-118-108
      398 69     71 368  44-246-276
      398 73     41-476-219 130 155
      398 73     51-188-185-111-102
      398105     51-305-128  78 121
      399  1     51 -17-124-173-180
      399  7     51-346-103 140 181
      399  7     61-205-225-150-135
      399  7     81-513-422-127-173
      399  9     41-381-409-303-253
      399 11     219999999999999999
      399 11     41   0-190-261-268
      399 15     219999999999999999
      399 15     319999999999999999
      399 17     319999999999999999
      399 21     91 292 173 -16  18
      399 21    101-395-195   8  72
      399 29     61 -33   9  45  41
      399 31     61 444 196-100 -69
      399 31     71 233  50-103-145
      399 47     51 -76-103 -96 -88
      399 53     41-331-328-177-147
      400  3     81-235-249-177-149
      400 12     819999999999999999
      400 30    111-214-153 -54 -25
      400 39     21-184-169 -90 -75
      400 48     619999999999999999
      400 48     71  19 -58-104-111
      400 57     71 -65-145-169-165
      400 66     519996999699969996
      400 84     31-281-201 -60 -17
      400 93     61-176-194-152-123
      400138     41-125 -27  54  73
      400174     51 -86 -57 -16  -5
      400183     41 116  50 -13 -22
      400192     61-174-122 -40 -20
      401  1    101-140-209-165-175
      401  2     31-263-126  42  77
      401  7     71-235-332-295-269
      401 10     61-289 -58 174 206
      401 10     71-354-357-208-170
      401 11     41 -23  17  36  43
      401 13     51-295-309-179-158
      401 13     61-186 -46 187  85
      401 14     21-158-216-182-168
      401 16     61 242 100 -17 -44
      401 21     71-247 -68 214 102
      401 26     31-214 -91  41  74
      401 26     41  57 -27 -76 -80
      402  6     61-242-181 -68 -36
      402 27     81  28-139-212-224
      402 34     91-196-254-212-198
      402 34    1319998999899989998
      402 48     71-281-253-139 -97
      402 55     31-267-284-196-159
      402 55     41 -59 262 447 468
      402 69     51 108-189-354-335
      402 90     51 265  21-148-169
      402 97     51-134-310-334-340
      402104     41  54-145-230-246
      402111     31 -31-142-186-193
      402118     61-338-177  23  69
      402125     61  32   5 -25 -24
      402125     71 -29-177-224-224
      402132     31 -90 -29  26  41
      402146     51-111 -71 -14  -4
      402174     51 101  15 -39 -55
      402181     61-343-466-442-402
      403  2     41  28-181-313-323
      403  2     51-162-299-308-309
      403  5     319999999999999999
      403  8     419998999899989998
      403 11     31 -72-129-113-119
      403 17     41-202-157 -67 -37
      403 20     31  35  17 -13  -8
      403 20     51 151  -8-153-161
      403 29     41-196-182 -97 -80
      403 32     61 -96 -57   4   8
      403 32     81-315-429-253-355
      403 35     61-396-315-139 -79
      403 38     31-564-128 249 354
      403 41     21-208  93 322 312
      403 74     41-135-177-158-142
      404 24     41-379-330-136 -99
      404 24     51-321-215 -61  -7
      404 48     31-514-429-229-130
      405  1     31-194-172 -87 -68
      405  1     41 -78-115 -89 -94
      405 31     41-321-190   9  36
      405 31     51-411-299 -13 -58
      405 37     31-119-204-212-205
      405 37     41-244-221-127-101
      405 43     41-304-189  -7  23
      405 49     31-270-250-124-103
      405 49     41  42-120-194-207
      405 61     31-351-281-111 -56
      405 61     41-239-231-144-120
      405 67     41  23-141-214-208
      405 73     41-261-158  -7  20
      405115     31-387-230 -52  22
      405127     31 -85 -44   3  13
      405151     41-309-271-115 -92
      405151     51-446-282 -17  49
      405151     61-345-117  73 139
      406  4     419998999899989998
      406 11     31-339-212  -4  28
      406 11     41-182-272-230-230
      406 32     61-278-173  -3  15
      406 32     71-139-362-409-399
      406 46     41-269-163  -5  30
      406 46     51 179  97 -57   0
      406 60     31-312-160  47  65
      406 60     41-139-167-127-118
      406 67     41-407-503-345-394
      406 74     31-265-249-166-127
      406 81     31-105 -54  14  14
      406 81     41-201-391-401-387
      406 95     41-347 -20 212 273
      406109     31-352-152  77  84
      406123     41-418-370-217-170
      406130     219998999899989998
      406137     31-153 -82  34  11
      406158     21-335-247 -55 -23
      406179     31-230-105  37  71
      406179     41-138 -93  48 -22
      407 13     51-417-381-217-149
      407 13     61-187-302-265-264
      407 19     31-367-346-207-156
      407 31     31-194-158 -61 -47
      407 31     41-170-250-205-206
      407 43     31-187-133 -38 -19
      407 49     31-442-230  51 121
      407 55     31  10  -6 -51 -15
      407 61     31-281-250-135 -94
      407 73     51-166-159-105 -81
      407 79     41-374-204  42  77
      407103     31-226-181 -66 -48
      407133     41-183-155 -73 -56
      408  8     31-265-344-186-260
      408 26     31-290-134  47  90
      408 26     51-284-189  96 -53
      408 44     71 -93-180-199-193
      408 44     81  21-181-268-279
      408 50     71-265-269-158-133
      408 50     81-196-101 -14  23
      408 62     41-145-157-107 -96
